TELEGRAM_DATE;TELEGRAM_TYPE;BALAST_FLAG;LATITUDE_DEGREES;LATITUDE_SECONDS;LONGITUDE_DEGREES;LONGITUDE_SECONDS;VESSEL_COURSE;DRAFT;ENGINE_RPM;WIND_DIRECTION;WIND_FORCE;AVERAGE_SPEED;HOURS_SLC;MINUTES_SLC;ME_CONS_24H
26/12/06;N;;33;59;31;24;260;11,09;117;270;8;372;24;0;0
29/01/20;N;B;31;37;34;44;292;6,65;106,4;270;6;12,47;15;48;14
22/06/06;N;;11;10;39;22;0;6,8;119,7;0;5;0;24;0;0
25/06/06;N;;71;46;32;33;0;10,4;0;0;0;0;0;0;0
23/06/06;N;;8;41;43;43;45;6,8;119,6;0;5;0;23;0;0
10/09/06;N;;0;0;0;0;0;0;0;0;0;0;0;0;0
18/08/06;N;;53;41;15;25;246;10,7;118;270;6;15,63;24;0;0
19/08/06;N;;48;29;13;6;251;10,7;118;225;3;15,63;25;0;0
20/08/06;N;;43;14;13;4;309;10,7;118,1;90;0;15,65;24;0;0
21/08/06;N;;40;8;18;13;331;10,7;118,1;45;4;15,64;24;0;0
22/08/06;N;;37;56;22;20;331;10,6;117,9;45;4;15,62;24;0;0
23/08/06;N;;34;34;27;5;310;10,65;118;0;5;13,83;24;0;0
19/08/06;N;;85;3;25;29;135;10,3;119,7;0;3;0;23;0;0
20/08/06;N;;79;46;25;48;0;10,3;119,7;315;3;0;24;0;0
21/08/06;N;;79;46;25;48;90;10,3;120;90;3;0;23;0;0
22/08/06;N;;68;51;28;12;90;10,2;119,9;112;3;0;24;0;0
23/08/06;N;;61;39;29;27;90;10,2;120;112;3;0;24;0;0
24/08/06;N;;55;23;30;5;90;10,2;119,7;270;3;0;23;0;0
25/08/06;N;;0;0;0;0;90;10,2;119,7;270;3;0;24;0;0
26/08/06;N;;41;54;31;53;0;10,2;120;0;0;0;23;0;0
21/01/06;N;;7;59;37;37;292;6,875;117,5;135;5;15,57;24;0;0
22/01/06;N;;1;33;39;15;292;7;105;315;6;13;24;0;0
25/08/06;N;;0;0;0;0;0;0;0;0;0;0;0;0;0
26/08/06;N;;0;0;0;0;0;0;0;0;0;0;0;0;0
09/07/06;N;;92;12;28;52;225;9,83;119,6;135;3;0;24;0;0
27/08/06;N;;0;0;0;0;0;0;0;0;0;0;0;0;0
28/08/06;N;;0;0;0;0;0;10;0;0;0;0;0;0;0
29/08/06;N;;0;0;0;0;0;0;0;0;0;0;0;0;0
15/07/06;N;;91;41;26;4;135;6,9;115,1;0;3;0;16;30;0
09/10/06;N;;117;16;10;54;225;6,83;116,5;225;4;0;24;0;0
09/10/06;N;;75;48;46;45;225;10;115,5;225;5;0;24;0;0
12/09/06;N;;5;21;42;18;180;6,85;99,4;90;3;0;4;30;0
10/10/06;N;;74;26;51;4;337;10;116;337;3;0;24;0;0
30/06/07;N;;41;22;1;59;90;6,95;117,5;90;4;13,92;24;0;0
01/07/07;N;;34;29;66;26;315;6,75;120,1;0;2;0;24;0;0
01/07/07;N;;37;27;3;31;90;6,95;117,2;90;6;12,71;24;0;0
30/06/07;N;;35;11;26;8;315;10,55;119,7;315;5;14,2;24;0;0
02/07/07;N;;30;21;32;1;292;10,755;119,7;315;4;14;9;30;0
02/07/07;N;;34;17;7;35;90;6,95;115,8;90;6;13,54;24;0;0
03/07/07;N;;37;10;12;29;135;6,95;117,4;135;4;14,67;24;0;0
30/06/07;N;;55;6;35;26;270;9,85;115,3;315;4;15,3;24;0;0
01/07/07;N;;54;10;34;54;;9,85;0;270;2;15,7;20;42;0
25/08/06;N;;28;8;33;2;287;10,9;116,9;0;5;13,89;18;30;0
26/08/06;N;;21;57;34;14;287;10,85;118,2;0;4;14,08;25;0;0
22/09/06;N;;21;42;14;36;225;9,8;120;22;4;0;25;0;0
23/09/06;N;;24;31;9;23;225;9,8;120,2;22;4;0;24;0;0
24/09/06;N;;27;8;4;14;225;9,8;120;45;4;0;25;0;0
25/09/06;N;;29;39;0;50;225;9,8;119,8;0;5;0;24;0;0
23/10/06;N;;0;0;0;0;270;10,75;119,8;225;3;14,45;24;0;0
24/10/06;N;;85;51;5;15;270;10,91;119,7;315;4;13,7;25;0;0
25/10/06;N;;79;46;5;58;315;10,785;119,8;0;5;13,42;24;0;0
26/10/06;N;;74;23;7;36;315;10,81;119,9;45;4;14;24;0;0
28/01/06;N;;1;9;37;14;225;9,8;111;315;6;14,04;14;15;0
09/05/06;N;;81;22;30;37;0;9;0;0;0;0;0;0;0
09/05/06;N;;46;54;12;25;45;10,125;118;180;2;15,68;23;0;0
10/05/06;N;;51;57;14;40;67;10,1;119;135;4;15,76;24;0;0
11/05/06;N;;57;29;17;0;45;10,1;119;225;3;15,78;24;0;0
13/09/06;N;;7;45;37;39;180;6,85;104,1;90;5;0;25;0;0
11/10/06;N;;70;13;53;52;45;10;119,3;45;3;0;18;24;0
14/09/06;N;;7;0;38;59;225;6,85;82,7;135;5;0;5;30;0
12/10/06;N;;66;1;51;14;45;10;113;45;6;0;18;30;0
13/10/06;N;;61;37;46;48;0;10;118,9;0;5;0;24;0;0
14/10/06;N;;57;41;41;15;0;10;118;0;8;0;24;0;0
15/10/06;N;;53;20;37;30;0;10;114,8;0;8;0;24;0;0
04/03/06;N;;25;47;37;48;337;7;119;45;1;15,8;15;45;0
08/03/06;N;;31;5;42;13;45;7,15;115;22;8;14,6;8;45;0
09/03/06;N;;38;0;42;1;90;7,15;117,5;45;6;15,57;23;0;0
02/03/06;N;;9;16;44;11;270;7,5;110,1;270;6;13,93;25;0;0
30/01/20;N;B;26;43;36;31;292;6,65;109,3;270;6;12,65;23;0;21,5
24/03/07;N;;0;0;0;0;315;10,2;116,3;315;5;14;3;0;0
25/03/07;N;;4;38;49;21;0;10,2;119,7;45;5;14,08;25;0;0
26/03/07;N;;12;44;47;0;0;10,2;119,7;315;6;13,54;24;0;0
30/03/07;N;;37;30;40;46;225;10,2;118,1;247;7;11,79;24;0;0
30/03/07;N;;58;45;38;25;90;7,1;116,9;90;4;15,76;21;0;0
31/03/07;N;;44;11;40;16;225;10,2;119,7;270;7;12,2;25;0;0
01/04/07;N;;50;14;40;38;292;10,2;119,7;292;7;12,21;24;0;0
27/10/06;N;;69;3;9;7;315;10,775;119,8;45;5;13,9;25;0;0
28/10/06;N;;63;43;10;25;315;10,855;119,8;0;5;14,2;25;0;0
29/10/06;N;;58;17;12;2;315;10,84;119,8;0;5;13,9;24;0;0
06/04/06;N;;3;20;6;22;0;7,18;0;0;0;0;0;0;0
07/04/06;N;;3;27;6;22;0;7,18;0;0;0;0;0;0;0
08/04/06;N;;3;27;6;22;0;0;0;0;0;0;0;0;0
09/04/06;N;;3;27;6;22;0;7,15;0;0;0;0;0;0;0
10/04/06;N;;3;27;6;22;0;652;0;0;0;0;0;0;0
11/04/06;N;;0;8;4;44;202;6,925;117;202;3;0;20;30;0
12/05/06;N;;60;23;22;15;0;10,075;119;225;4;15,78;24;0;0
13/05/06;N;;57;12;25;23;337;10,075;119;0;3;15,63;20;0;0
14/05/06;N;;52;55;26;22;315;10,075;118;315;7;15,63;24;30;0
22/10/06;N;;50;6;33;2;180;0;106;45;5;0;15;30;0
23/10/06;N;;53;47;35;15;270;5,5;105;45;4;0;24;0;0
25/10/06;N;;59;41;33;28;0;5,46;115;135;2;0;22;30;0
28/08/06;N;;28;25;33;34;90;10,2;119,9;90;3;0;23;0;0
29/08/06;N;;21;11;34;41;90;10;119,8;90;3;0;24;0;0
03/03/06;N;;9;16;44;11;202;7,5;110,1;202;7;11,96;24;0;0
09/03/06;N;;4;3;9;15;247;9,8;113,8;247;8;11,85;13;0;0
10/03/06;N;;7;3;47;3;292;9,8;104;292;8;8,17;24;0;0
11/03/06;N;;11;9;44;26;270;9,8;110,2;270;6;10,33;24;0;0
08/06/06;N;;64;14;10;36;0;10,4;0;0;0;0;0;0;0
08/06/06;N;;64;17;10;42;0;10,42;0;0;0;0;0;0;0
09/06/06;N;;51;10;27;16;292;7;118;0;0;15,63;15;30;0
09/06/06;N;;69;32;12;6;90;10,42;116,8;90;4;14,3;21;30;0
08/12/06;N;;68;19;11;14;315;9,65;120;135;4;0;4;0;0
09/12/06;N;;69;16;14;29;0;9,65;120;0;5;0;10;0;0
12/12/06;N;;76;42;16;17;270;8,25;120;45;4;0;25;0;0
13/12/06;N;;82;10;17;35;270;8,25;120;45;4;0;24;0;0
14/12/06;N;;0;0;0;0;0;8,25;120;0;0;0;25;0;0
13/04/06;N;;25;53;39;46;337;6,775;118;315;2;15,63;17;0;0
26/06/06;N;;71;46;32;33;0;8,62;0;0;0;0;0;0;0
26/09/06;N;;32;5;5;28;225;9,8;119,8;202;6;0;24;0;0
27/06/06;N;;71;46;32;33;0;7,07;0;0;0;0;0;0;0
28/06/06;N;;71;45;32;31;0;7,1;0;0;0;0;1;5;0
27/09/06;N;;35;49;9;28;225;9,8;119,8;225;6;0;25;0;0
30/06/06;N;;75;33;45;5;270;7,1;116,5;270;4;0;24;0;0
24/09/06;N;;0;0;0;0;0;0;0;0;0;0;0;0;0
25/09/06;N;;0;0;0;0;0;0;0;0;0;0;0;0;0
28/09/06;N;;75;47;15;16;135;6,9;119,2;135;4;0;24;0;0
25/09/06;N;;23;15;33;37;292;9,7;118;22;3;15,63;23;0;0
26/09/06;N;;17;23;35;11;292;9,7;118,1;337;6;15,65;24;0;0
26/09/06;N;;0;0;0;0;0;0;0;0;0;0;0;0;0
26/09/06;N;;82;24;6;4;135;6,9;117,1;135;4;0;18;30;0
27/09/06;N;;79;25;11;5;135;0;119,2;135;5;0;23;0;0
27/09/06;N;;11;24;37;44;289;9,7;118;315;7;15,63;24;0;0
27/08/06;N;;35;40;32;8;90;10,2;119,8;90;3;0;24;0;0
01/02/06;N;;2;20;36;40;90;6,5;115;90;3;15,2;8;40;0
02/02/06;N;;4;7;37;35;90;7;115;135;3;15,2;24;0;0
10/06/06;N;;74;45;11;45;67;10,42;116;90;4;14;25;0;0
11/06/06;N;;51;1;27;55;112;10,8;118;0;0;15,63;8;0;0
16/07/06;N;;86;20;23;38;135;6,9;118,9;45;3;0;24;0;0
17/07/06;N;;82;11;19;13;135;5,225;120,2;45;3;0;24;0;0
29/08/06;N;;95;22;19;13;0;8,7;115,2;0;0;0;10;18;0
11/07/06;N;;58;10;19;28;202;10,45;117,5;225;7;15,57;24;0;0
18/06/07;N;;58;20;34;29;;6,7;105;135;3;161,8;13;42;0
19/06/07;N;;56;10;37;15;216;6,7;116;0;2;15,4;24;0;0
25/06/07;N;;58;10;3;27;;6,95;0;;0;0;0;0;0
26/06/07;N;;50;59;12;3;270;10,655;118,1;247;8;12,7;24;0;0
26/06/07;N;;4;47;59;6;315;6,75;105,7;0;7;12,39;23;0;0
26/06/07;N;;58;10;3;27;;6,95;0;;0;0;0;0;0
26/06/07;N;;65;30;47;15;21;6,6;115,9;0;5;15,4;17;42;0
27/06/07;N;;5;16;63;55;45;6,75;100,1;0;6;9,38;24;0;0
01/07/06;N;;74;40;50;40;135;7,1;0;135;4;0;0;0;0
27/08/06;N;;14;38;36;37;287;10,75;74;0;5;15,61;24;0;0
28/08/06;N;;10;29;40;46;341;10,75;117,8;0;4;15,65;24;0;0
02/09/06;N;;5;40;42;32;0;8,4;116,5;315;3;15,43;12;0;0
03/09/06;N;;4;17;43;59;166;8,4;80;225;3;10,59;0;30;0
05/09/06;N;;5;32;41;36;157;6,85;117,9;135;4;15,62;8;30;0
06/09/06;N;;11;47;34;39;113;6,85;119,9;90;4;15,88;24;0;0
07/09/06;N;;18;24;36;44;92;6,85;120,2;270;4;15,91;23;0;0
03/02/06;N;;11;3;37;32;112;7;115,5;135;3;15,3;23;0;0
04/02/06;N;;18;20;36;52;90;7;115,7;135;3;15,3;24;0;0
07/02/06;N;;25;6;39;22;22;6,5;107,5;45;9;0;14;0;0
05/02/06;N;;32;18;42;29;180;0;118,8;202;3;14,76;21;18;0
06/02/06;N;;28;17;41;59;202;95;118,8;202;3;14,69;0;0;0
07/02/06;N;;29;28;41;16;45;9,5;64;45;8;2,8;20;18;0
08/02/06;N;;28;17;41;58;45;9,5;63;45;7;6,7;21;0;0
09/02/06;N;;28;47;40;50;0;7;0;90;2;0;0;0;0
12/10/06;N;;4;36;54;49;38;6,7;114;135;4;15,09;17;12;0
13/10/06;N;;10;44;57;28;90;6,7;105;135;3;13,91;19;0;0
12/03/06;N;;12;46;38;51;270;9,8;118,7;270;4;13,75;24;0;0
13/03/06;N;;14;13;33;13;45;9,8;119,3;45;4;14,21;24;0;0
14/03/06;N;;34;13;42;21;270;10;118,5;135;4;15,7;24;0;0
14/03/06;N;;15;8;28;22;45;9,8;110,4;45;3;13;24;0;0
15/03/06;N;;29;25;41;10;0;10,05;118,5;270;4;0;19;30;0
15/03/06;N;;17;55;23;33;0;9,8;116;0;3;11,92;24;0;0
16/03/06;N;;18;35;18;0;0;10,2;119,2;0;3;14,17;24;0;0
16/03/06;N;;27;36;40;11;0;1002,5;115;67;7;15,2;10;20;0
27/12/06;N;;39;3;31;33;260;11,09;117;315;8;15,5;25;0;0
28/12/06;N;;45;38;30;20;292;11,09;117,1;270;8;372;24;0;0
25/05/07;N;;50;2;6;39;125;6,775;117,9;90;6;15,62;24;0;0
28/01/20;N;B;26;48;38;32;90;6,65;102,3;315;3;13,38;13;18;11,1
26/05/07;N;;46;56;2;3;125;6,775;117,8;90;5;15,61;24;0;0
29/12/06;N;;50;36;32;49;293;11,09;116,4;315;8;15,4;25;0;0
27/05/07;N;;41;16;0;3;125;6,775;116,4;90;4;15,34;23;0;0
01/04/07;N;;60;20;39;54;81;9,4;106,6;0;4;5,15;3;18;0
30/10/06;N;;0;0;0;0;315;10,805;119,8;0;5;13,3;25;0;0
31/10/06;N;;46;35;12;55;270;10,77;119,8;0;5;13,8;25;0;0
01/11/06;N;;42;31;14;13;315;10,73;119,5;225;5;14,5;24;0;0
02/11/06;N;;39;27;19;24;315;10,765;119,7;0;5;14,1;24;0;0
03/11/06;N;;36;33;24;23;315;10,79;119,8;315;5;14;25;0;0
01/11/06;N;;34;54;5;43;90;9,5;119,2;90;4;0;11;0;0
02/11/06;N;;39;22;2;35;135;9,5;117,7;135;5;0;24;0;0
01/11/06;N;;9;33;57;7;234;10,65;116,3;22;8;15,4;18;30;0
14/04/06;N;;28;43;40;34;0;6,7;108;67;3;14,3;14;30;0
18/05/06;N;;91;54;27;59;270;6,975;114,2;270;3;14,4;25;0;0
26/06/06;N;;7;54;43;17;270;9,83;119,2;270;3;0;13;0;0
27/06/06;N;;15;32;43;41;270;9,83;119,8;45;3;0;25;0;0
07/08/06;N;;93;13;21;26;90;0;114;90;4;0;17;30;0
08/08/06;N;;90;54;22;25;90;7;100,5;90;4;0;18;0;0
09/08/06;N;;84;41;23;3;90;0;114;90;4;0;23;0;0
10/08/06;N;;85;16;21;10;45;0;0;45;3;0;0;0;0
28/09/06;N;;5;22;37;19;270;9,7;117,3;270;3;15,53;24;0;0
30/08/06;N;;15;54;34;12;90;10;119,8;0;5;0;23;0;0
31/08/06;N;;8;37;35;41;90;10;119,8;0;5;0;24;0;0
01/09/06;N;;1;36;36;59;90;10;119,8;45;4;0;23;0;0
29/09/06;N;;1;42;36;32;242;9,7;118,1;315;4;15,65;24;0;0
17/03/06;N;;18;43;12;0;315;10,2;118,9;315;3;14,12;24;0;0
17/03/06;N;;24;36;37;9;202;9,95;118,5;225;5;15,7;12;0;0
18/03/06;N;;15;59;7;4;270;10,2;119;270;3;14,54;24;0;0
13/06/06;N;;79;26;9;57;0;10,42;0;0;0;0;0;0;0
14/06/06;N;;79;26;9;57;0;10,42;0;0;0;0;0;0;0
12/07/06;N;;56;49;15;49;202;10,45;113,5;225;8;15,04;25;0;0
13/07/06;N;;55;56;12;27;202;10,45;109,8;225;8;14,54;24;0;0
02/04/07;N;;55;16;40;3;292;10,2;104,9;292;8;8,12;25;0;0
02/04/07;N;;55;20;36;38;0;9,71;116,6;0;7;15,45;24;0;0
03/04/07;N;;61;20;40;44;292;10,2;119,3;292;7;12,79;24;0;0
10/06/07;N;;40;16;66;17;225;6,75;119,4;0;3;15,9;20;0;0
04/04/07;N;;69;34;40;12;45;10,2;119,6;45;6;14,08;24;0;0
20/06/07;N;;69;1;9;42;315;10,375;118,2;270;8;11,4;25;0;0
06/04/07;N;;57;15;39;0;0;9,22;117,1;0;4;14,96;14;30;0
20/06/07;N;;4;34;57;19;135;9,65;120;315;4;13,83;24;0;0
15/04/06;N;;31;51;41;16;67;6,7;104;225;2;13,79;11;0;0
16/04/06;N;;38;54;43;38;67;6,7;117,9;270;3;15,62;23;0;0
02/07/06;N;;70;41;52;9;90;7,1;0;90;6;0;0;0;0
30/09/06;N;;38;38;14;30;225;8,41;120;225;4;0;6;30;0
01/10/06;N;;38;14;20;50;180;7,9;119,8;225;6;0;24;0;0
02/10/06;N;;42;48;24;8;225;8,41;119,8;135;4;0;24;0;0
03/09/06;N;;1;36;36;59;0;10;120;0;0;0;24;0;0
30/09/06;N;;7;27;36;18;286;9,7;113,7;270;4;15,06;24;0;0
03/09/06;N;;12;50;36;14;135;10;119,8;45;3;0;24;0;0
01/10/06;N;;9;45;40;57;0;9,7;117,7;225;5;15,59;24;0;0
09/02/06;N;;28;17;41;58;0;0;0;0;0;0;0;0;0
10/02/06;N;;28;17;41;58;0;9,5;0;0;0;0;0;0;0
11/02/06;N;;0;0;0;0;0;9,5;119,8;0;0;14,5;6;42;0
12/02/06;N;;24;43;37;3;45;9,5;120;45;6;13,86;12;42;0
12/02/06;N;;33;11;42;31;90;7;118;135;3;16,2;12;30;0
13/02/06;N;;41;43;41;17;0;7;119;315;3;15,8;23;0;0
13/02/06;N;;22;25;36;2;202;9,5;120;202;5;14,35;11;30;0
14/07/06;N;;54;50;9;2;202;10,45;110;225;8;14,57;24;0;0
15/07/06;N;;52;47;5;10;202;10,45;113,8;225;7;11,13;24;0;0
16/07/06;N;;49;2;1;44;202;10,45;118,7;225;4;15,72;24;0;0
17/07/06;N;;44;38;1;33;247;10,315;117;247;4;15,5;24;0;0
18/07/06;N;;39;3;4;51;247;10,4;118;225;4;15,63;24;0;0
18/10/06;N;;7;23;56;9;216;9,55;117,6;225;4;15,58;13;0;0
19/10/06;N;;2;44;51;21;220;9,35;118;225;6;15,64;24;0;0
19/12/06;N;;87;18;16;10;45;6,895;108,5;270;3;0;7;0;0
20/12/06;N;;81;10;17;44;90;7,895;120;45;5;0;23;0;0
21/12/06;N;;76;15;15;20;135;6,9;120,2;90;5;0;24;0;0
22/12/06;N;;72;37;13;48;135;6,9;95;90;5;0;23;0;0
23/12/06;N;;72;16;13;5;135;6,9;43;90;5;0;24;0;0
24/12/06;N;;71;3;13;18;135;6,9;43;90;5;0;24;0;0
25/12/06;N;;70;57;12;41;90;0;43;90;6;0;24;0;0
26/12/06;N;;70;14;13;46;90;6,9;43;90;6;0;24;0;0
04/07/06;N;;60;58;44;19;270;7,1;118,6;270;5;0;23;0;0
03/10/06;N;;46;39;28;31;225;8,41;119,9;225;5;0;24;0;0
08/09/06;N;;24;44;37;4;28;6,8;118;45;5;15,63;24;0;0
11/09/06;N;;79;47;5;34;180;10;116,8;180;5;0;12;30;0
11/09/06;N;;23;40;37;46;335;9,7;105;22;6;13,88;13;0;0
12/09/06;N;;21;21;36;24;272;9,7;117,5;45;4;15,56;13;30;0
12/09/06;N;;80;13;0;51;180;10;118,2;180;4;0;24;0;0
14/02/06;N;;18;9;41;10;0;9,5;120;0;6;14,32;25;0;0
15/02/06;N;;0;0;0;0;0;52,25;119,7;0;0;14,75;24;0;0
17/02/06;N;;13;26;45;0;202;7;118,3;202;1;15;2;18;0
20/05/06;N;;95;43;29;14;0;7;0;0;0;0;0;0;0
21/05/06;N;;95;43;29;14;0;7;0;0;0;0;0;0;0
22/05/06;N;;94;17;29;32;0;8;0;0;0;0;0;0;0
23/05/06;N;;95;44;29;5;0;8,12;0;0;0;0;0;0;0
24/05/06;N;;94;17;29;32;0;8,2;0;0;0;0;0;0;0
16/09/06;N;;3;9;37;45;270;9,8;118,3;270;5;0;12;0;0
17/09/06;N;;3;21;36;0;270;9,8;120,3;225;4;0;24;0;0
18/03/06;N;;17;24;37;50;292;10;118,5;67;4;15,7;25;0;0
19/03/06;N;;10;59;4;11;202;10,2;119,2;202;3;14,54;24;0;0
20/03/06;N;;4;0;4;0;180;0;119,15;180;3;15,13;24;0;0
19/03/06;N;;12;32;40;22;337;9,975;118;135;6;15,6;24;0;0
21/03/06;N;;1;27;5;8;202;10,2;116,7;202;3;14,5;24;0;0
27/06/07;N;;44;28;12;31;270;10,525;119,6;270;6;13,1;25;0;0
27/06/07;N;;56;33;2;55;90;6,95;116,6;90;3;20,48;6;12;0
28/06/07;N;;11;15;68;52;45;6,75;119,5;0;6;14,21;24;0;0
27/06/07;N;;62;39;41;8;21;6,6;118,1;315;4;15,6;24;0;0
28/06/07;N;;51;17;0;21;45;6,95;117,1;45;3;19,48;23;0;0
28/06/07;N;;41;19;16;13;315;10,615;119,7;315;4;13,8;24;0;0
29/06/07;N;;38;18;21;16;315;10,6;119,8;315;4;14,3;24;0;0
29/06/07;N;;25;24;71;4;0;6,75;119,5;0;0;13,48;23;0;0
29/06/07;N;;47;25;0;25;90;6,95;112;90;4;15,04;24;0;0
30/06/07;N;;37;50;68;52;135;6,75;119,5;0;3;13,96;24;0;0
08/12/05;N;;15;34;35;51;90;10,5;120;315;4;14,22;4;30;0
09/12/05;N;;22;16;34;41;90;10,5;120;45;3;14,43;24;0;0
10/12/05;N;;29;2;33;9;90;10,5;120;45;3;14,26;23;0;0
13/12/05;N;;29;59;32;22;270;8;120;0;3;15,08;18;30;0
14/12/05;N;;22;28;34;10;270;8;120;225;5;14,98;25;0;0
15/12/05;N;;16;1;36;20;270;8;118;315;7;12,46;24;0;0
25/05/06;N;;95;43;29;13;0;8,2;0;0;0;0;0;0;0
26/05/06;N;;95;43;29;13;0;8,2;0;0;0;0;0;0;0
11/08/06;N;;80;40;19;40;90;7;116,8;90;3;0;18;0;0
28/06/06;N;;23;6;43;48;270;9,83;119,5;315;4;0;25;0;0
12/08/06;N;;74;5;18;57;90;7;112,3;90;5;0;24;0;0
13/08/06;N;;70;15;17;0;90;7;117,5;90;5;0;19;0;0
14/08/06;N;;63;2;17;59;90;7;117,8;90;5;0;24;0;0
29/06/06;N;;31;33;41;36;225;9,83;119,8;315;4;0;25;0;0
16/08/06;N;;0;0;0;0;0;0;0;0;0;0;0;0;0
23/03/06;N;;10;54;40;34;202;6,95;117,5;292;5;14,45;15;30;0
24/03/06;N;;14;27;36;31;90;7,05;115;270;3;15,23;24;0;0
25/03/06;N;;21;19;36;37;90;7;118;225;3;15,63;23;0;0
26/03/06;N;;25;45;39;55;45;6,9;117,9;45;3;15,62;23;0;0
15/06/06;N;;79;10;9;49;0;10,42;0;0;0;0;4;0;0
16/06/06;N;;79;42;8;28;0;10,42;0;0;0;0;12;0;0
17/06/06;N;;81;17;0;17;180;10,42;117,3;180;3;0;24;0;0
30/12/06;N;;55;14;34;40;293;11,09;114,3;315;8;15,1;24;0;0
31/12/06;N;;33;10;32;40;270;6,765;119,8;315;6;14,25;4;0;0
01/01/07;N;;26;34;33;35;270;6,745;120;315;6;14,8;25;0;0
31/12/06;N;;60;54;35;21;293;11,08;111,8;270;10;370,4;25;0;0
28/05/07;N;;35;34;10;16;180;9,1;116;180;3;14,83;24;0;0
26/05/07;N;;118;49;38;57;0;9,92;119,8;315;3;14,5;24;0;0
02/01/07;N;;19;56;34;38;270;6,75;119,9;315;6;14,8;24;0;0
20/04/06;N;;32;22;42;46;247;9,75;118;292;4;15,64;21;0;0
21/04/06;N;;29;26;41;19;0;9,65;117;315;2;15,48;12;30;0
23/04/06;N;;3;22;43;5;0;10,1;0;0;0;0;0;0;0
